,tweets_id,text,is_rumour,topic
67,552800290861510656,#CharlieHebdo Attack. I have just been asked by AlJazeera if CharlieHebdo journalists should apologize (for making fun at Islamists).,0,charliehebdo-all-rnr-threads
68,552800929519792128,At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,0,charliehebdo-all-rnr-threads
69,552801028262096896,LATEST: At least 11 dead in shooting at French magazine #CharlieHebdo; France raises terror alert to highest level http://t.co/JVRjF5b1lw,0,charliehebdo-all-rnr-threads
70,552801115516186625,#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,0,charliehebdo-all-rnr-threads
71,552801667855695873,Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,0,charliehebdo-all-rnr-threads
72,552801724898226176,Fact: Most every journalist in India will stand with #CharlieHebdo. But not one publication will reprint their most controversial work.,0,charliehebdo-all-rnr-threads
73,552801894092275712,"We condemn the attack on #CharlieHebdo Whomever the attackers are, and whatever the cause may be, nothing justifies the taking of life",0,charliehebdo-all-rnr-threads
74,552801979861598208,The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9,0,charliehebdo-all-rnr-threads
75,552802011733716992,"The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. http://t.co/eSflYdFBRH",0,charliehebdo-all-rnr-threads
76,552802098602319873,Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,0,charliehebdo-all-rnr-threads
77,552802099331735552,"Quran says: Whoever kills an innocent soul.. it is as if they had killed the entire humanity.
#CharlieHebdo #Paris http://t.co/UinZ805MpA",0,charliehebdo-all-rnr-threads
78,552802117908697088,"Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. #CharlieHebdo",0,charliehebdo-all-rnr-threads
79,552802515969138688,Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN,0,charliehebdo-all-rnr-threads
80,552802531672588288,"Parisian doctor: ""Let's all subscribe to #CharlieHebdo...It'll be in my waiting room until I retire."" via @bourmeau http://t.co/3IjTQCk3o7",0,charliehebdo-all-rnr-threads
81,552802714816905216,I wish that all news outlets publish #CharlieHebdo 's cartoons/satire tomorrow on their front pages as a tribute to the dead. RIP,0,charliehebdo-all-rnr-threads
82,552803413583360001,"Forget truth, today even satire is unacceptable.
#CharlieHebdo",0,charliehebdo-all-rnr-threads
83,552803431702749184,"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ",0,charliehebdo-all-rnr-threads
84,552803757864787968,Freedom of speech is a right as much as a cause worth fighting for. Obscurantism is a danger made real today #CharlieHebdo,0,charliehebdo-all-rnr-threads
85,552803792618799106,"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp",0,charliehebdo-all-rnr-threads
86,552804175310901248,Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists http://t.co/4qqVIjLP8A http://t.co/1zJuiZVLf3,0,charliehebdo-all-rnr-threads
87,552804198161854464,"Bad bad day for press freedom, freedom of expression and satire. 
Thoughts with relatives of victims at #CharlieHebdo",0,charliehebdo-all-rnr-threads
88,552804301316579330,"I've seen one national newspaper pixelate out the cover of Charlie Hebdo - the self-censorship begins. Terrorists 1, Enlightenment 0",0,charliehebdo-all-rnr-threads
89,552804328319504384,From 2011: France's Charlie Hebdo newspaper has long reveled in the art of provocation http://t.co/etWcBzHpnl,0,charliehebdo-all-rnr-threads
90,552804454773567488,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy,0,charliehebdo-all-rnr-threads
91,552804491821854720,"I'm no fan of #charliehebdo but this is a sickening, terrifying, unjustifiable attack on journalists. My thoughts &amp; prayers with the victims",0,charliehebdo-all-rnr-threads
92,552804592988479488,"Between governrment attacks and terrorist attacks, it's hard to be a journalist these days. #Charlie #hebdo",0,charliehebdo-all-rnr-threads
93,552804769241526272,Wide and uncompromising condemnations on Arab Twitter of insane attack on #CharlieHebdo - I hope everyone sees this. Don't focus on fools.,0,charliehebdo-all-rnr-threads
94,552804784819154944,I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance. http://t.co/Mc2aOwSHYA,0,charliehebdo-all-rnr-threads
95,552804810463117312,Condolences to staff at Charlie Hebdo &amp; their loved ones. They stood for free speech &amp; paid with their lives.  I stand with #CharlieHebdo,0,charliehebdo-all-rnr-threads
96,552804962158514176,Utterly disgusting. @AlJazeera blaming free speech and Berlin protests for attack on #CharlieHebdo,0,charliehebdo-all-rnr-threads
97,552805050620604418,What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba,0,charliehebdo-all-rnr-threads
98,552805069956329472,"Sirens on my Paris street. Poor Charlie Hebdo, poor families, poor kids who live here, poor local muslims who will get blame, poor Paris",0,charliehebdo-all-rnr-threads
99,552805169206157312,The attack on #CharlieHebdo is cowardly and senseless.. As a Muslim I am outraged by what happened today. Prayers to the families,0,charliehebdo-all-rnr-threads
100,552805175874686977,Never was it more appropriate to say “F*** ‘em if they can’t take a joke”. Charlie Hebdo an absolute equal opportunity offender of satire.,0,charliehebdo-all-rnr-threads
101,552805209424941058,Good backgrounder from The New Yorker from 2012: The Charlie Hebdo Affair: Laughing at Blasphemy http://t.co/LDwDceoxFg,0,charliehebdo-all-rnr-threads
102,552805450350362625,"#CharlieHebdo Satire was the father of true political freedom, born in the 18th century; the scourge of bigots and tyrants. Sing its praises",0,charliehebdo-all-rnr-threads
103,552805638024077312,"It is speculative, but judging by video &amp; imagery from scene of #CharlieHebdo attack, these gunmen are not amateurs - they look experienced.",0,charliehebdo-all-rnr-threads
104,552805799106732032,"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9",0,charliehebdo-all-rnr-threads
105,552805830677258240,"RAW VIDEO (WARNING GRAPHIC):
Terror Attack on Charlie Hebdo Paris Headquarters:
https://t.co/QZo3WBXHfD via @NomaNescio 
#ParisShooting",0,charliehebdo-all-rnr-threads
106,552805853762699264,"Killing writers and journalists and cartoonists will not silence them but make their voices louder.
#CharlieHebdo",0,charliehebdo-all-rnr-threads
107,552805956619628544,Do not share the video of masked gunmen at #CharlieHebdo offices executing a police officer. It is barbaric &amp; his life should be respected.,0,charliehebdo-all-rnr-threads
108,552805970536333314,Attempts to extend blame for this to all Muslims should be treated with the same disgust as attempts to justify the attacks. #CharlieHebdo,0,charliehebdo-all-rnr-threads
109,552806056154644480,"#Picture
IS terrorist scum executes injured police man in #Paris.
#CharlieHebdo http://t.co/wov8G7GL0b",0,charliehebdo-all-rnr-threads
110,552806077755326464,Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report http://t.co/gjTbTOQIMo http://t.co/IIKBOs2Puk,0,charliehebdo-all-rnr-threads
111,552806462125506560,#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice http://t.co/eoDTplTQll,0,charliehebdo-all-rnr-threads
112,552806610490646528,"As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0,charliehebdo-all-rnr-threads
113,552806624046641153,Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,0,charliehebdo-all-rnr-threads
114,552806890498191361,In sympathy and solidarity with @Charlie_Hebdo_  #CharlieHebdo http://t.co/W2CBdVJ0k6,0,charliehebdo-all-rnr-threads
115,552806932176977920,"When an ideology resorts to murdering satirists, it is publically admitting how weak, insecure &amp; ridiculous it is. #CharlieHebdo",0,charliehebdo-all-rnr-threads
116,552807013764575232,Follow this list for journalists &amp; media outlets covering the attack on #CharlieHebdo magazine in Paris: http://t.co/6njHXoEbq4,0,charliehebdo-all-rnr-threads
117,552807054268956673,Lets play a game. This will be blamed on (a) Racism of Charlie Hebdo (b) Poverty (c) Colonial France (d) Evil of Free Speech,0,charliehebdo-all-rnr-threads
118,552807071054184448,"Even for a hardened news man, today's mass shooting at #CharlieHebdo is ferociously shocking - writes @JonSnowC4 http://t.co/AcIzmQcx0a",0,charliehebdo-all-rnr-threads
119,552807101442322432,Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions http://t.co/1BgO8HRRbf #pressfreedom,0,charliehebdo-all-rnr-threads
120,552807191775043585,#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2,0,charliehebdo-all-rnr-threads
121,552807236339507200,RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc,0,charliehebdo-all-rnr-threads
122,552807328287064065,why has daily telegraph pixelated this Charlie Hebdo cover? Shameful  http://t.co/GsU6a91szT,0,charliehebdo-all-rnr-threads
123,552807536894947329,The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,0,charliehebdo-all-rnr-threads
124,552807582113730560,"The shooting at French magazine #CharlieHebdo is a hideous attack on free speech, not just in Paris but everywhere",0,charliehebdo-all-rnr-threads
125,552807598966059008,The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date.,0,charliehebdo-all-rnr-threads
126,552807658869493760,"The extremists will benefit from an escalation, it justifies them. People who just want to coexist are thrown under the bus. #CharlieHebdo",0,charliehebdo-all-rnr-threads
127,552807783385800705,"Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs",0,charliehebdo-all-rnr-threads
128,552807832257835008,Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz,0,charliehebdo-all-rnr-threads
129,552807874192482305,"TWITTER.  Charlie Hebdo is a racist publication.  Murderers murdering people are not justified in murdering people. Crazy paradox, I know.",0,charliehebdo-all-rnr-threads
130,552807904597008385,"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",0,charliehebdo-all-rnr-threads
131,552808135006887937,The events at #CharlieHebdo won’t make me discriminate against Islam. I will remain steadfast in finding all religions equally stupid.,0,charliehebdo-all-rnr-threads
132,552808138127446016,Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. http://t.co/XazdjLCAOR,0,charliehebdo-all-rnr-threads
133,552808242276229120,You can't kill free speech #CharlieHebdo,0,charliehebdo-all-rnr-threads
134,552808461940301825,"#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France.
Long may that tradition continue!
#FreedomOfSpeech",0,charliehebdo-all-rnr-threads
135,552808487924011008,#CharlieHebdo because no1 thought allowing 1000s of Euro jihadis to cross to #Syria &amp; get trained &amp; radicalized would have any consequences?,0,charliehebdo-all-rnr-threads
136,552808658510561280,"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",0,charliehebdo-all-rnr-threads
137,552808669646036992,"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie",0,charliehebdo-all-rnr-threads
138,552808701065953280,"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0,charliehebdo-all-rnr-threads
139,552808776492130304,"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo",0,charliehebdo-all-rnr-threads
140,552808785329549313,French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph,0,charliehebdo-all-rnr-threads
141,552809042687819776,"People who have actually died of being offended: 0
People who have died because others were offended: far too many.
#CharlieHebdo",0,charliehebdo-all-rnr-threads
142,552809336360419329,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0,charliehebdo-all-rnr-threads
143,552809902956367872,"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes",0,charliehebdo-all-rnr-threads
144,552810032765497345,"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",0,charliehebdo-all-rnr-threads
145,552810124776308736,Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0,charliehebdo-all-rnr-threads
146,552810166744547328,My timeline is full of Muslims condemning #CharlieHebdo attacks - just like the rest of the world.,0,charliehebdo-all-rnr-threads
147,552810249263259649,"Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way.",0,charliehebdo-all-rnr-threads
148,552810276635291649,"Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022.",0,charliehebdo-all-rnr-threads
149,552810287695659009,"Here's what we know about the #CharlieHebdo attack so far
http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W",0,charliehebdo-all-rnr-threads
150,552810359409897472,"Attack on #CharlieHebdo is ""brazen assault on free expression in the heart of Europe"" says @RobertMMahoney http://t.co/K7qmDH22IH",0,charliehebdo-all-rnr-threads
151,552810477940932609,This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo,0,charliehebdo-all-rnr-threads
152,552810625873633280,"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",0,charliehebdo-all-rnr-threads
153,552810805243412481,We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo,0,charliehebdo-all-rnr-threads
154,552810855503757313,"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",0,charliehebdo-all-rnr-threads
155,552810884029222912,"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0,charliehebdo-all-rnr-threads
156,552811128326475776,No more hand-wringing and fence-sitting. To support #CharlieHebdo and #FreedomOfSpeech we must publish their images. http://t.co/N2M2bzT6ao,0,charliehebdo-all-rnr-threads
157,552811254667288576,#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,0,charliehebdo-all-rnr-threads
158,552811319079227393,#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,0,charliehebdo-all-rnr-threads
159,552811354323963904,"Shooting at #CharlieHebdo ""an attack on freedom"", says Dominque Moisi, Parisian political analyst: http://t.co/B3AvGBwp82",0,charliehebdo-all-rnr-threads
160,552811408094945280,"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",0,charliehebdo-all-rnr-threads
161,552811438994378754,"Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful.",0,charliehebdo-all-rnr-threads
162,552811533303296001,"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0,charliehebdo-all-rnr-threads
163,552811606640721921,"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression
Make Fun of A Prophet = 12 killed 

#CharlieHebdo http://t.co/1qQGFtuhO2",0,charliehebdo-all-rnr-threads
164,552811735183552512,#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,0,charliehebdo-all-rnr-threads
165,552811772038881280,"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH",0,charliehebdo-all-rnr-threads
166,552812020295532544,"it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on...",0,charliehebdo-all-rnr-threads
167,552812040926941185,If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,0,charliehebdo-all-rnr-threads
168,552812098057936896,Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl,0,charliehebdo-all-rnr-threads
169,552812140479148032,"If we hate after atrocities like this, we're doing exactly what the perpetrators want us to do #CharlieHebdo",0,charliehebdo-all-rnr-threads
170,552812188315172864,The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,0,charliehebdo-all-rnr-threads
